tips,lem_words,lem_tags,word_tags,lng,lat,polarity_pred
"If you've been moved by this memorial, please consider making a donation to give practical help to animals in need.",have be move memorial please consider make donation give practical help animal need,VB VB VB NN NN VB VB NN VB JJ NN NN NN,"[have/VB, be/VB, move/VB, memorial/NN, please/NN, consider/VB, make/VB, donation/NN, give/VB, practical/JJ, help/NN, animal/NN, need/NN]",51.5110312356,-0.15741322644,2
"The gates are in honour of the five million men and women from the Indian subcontinent, Africa and the Caribbean who volunteered to serve with the Armed Forces during the First and Second World Wars.",gate be honour man woman indian subcontinent africa caribbean volunteer serve armed force first second world war,NN VB NN NN NN JJ NN NN NN VB VB JJ NN JJ JJ NN NN,"[gate/NN, be/VB, honour/NN, man/NN, woman/NN, indian/JJ, subcontinent/NN, africa/NN, caribbean/NN, volunteer/VB, serve/VB, armed/JJ, force/NN, first/JJ, second/JJ, world/NN, war/NN]",51.5026569466,-0.149138591018,2
God bless you Lady Di <3,god bless lady di,NN VB NN NN,"[god/NN, bless/VB, lady/NN, di/NN]",51.5049841757,-0.171357186113,2
Nice statue near Piccadilly.,nice statue piccadilly,JJ NN RB,"[nice/JJ, statue/NN, piccadilly/RB]",51.5073501096,-0.132546389106,2
"Puede pasar desapercibido, pero su valor simbólico es innegable.",puede pasar desapercibido pero su valor simbólico es innegable,VB NN NN NN NN NN NN NN NN,"[puede/VB, pasar/NN, desapercibido/NN, pero/NN, su/NN, valor/NN, simbólico/NN, es/NN, innegable/NN]",51.5034506456,-0.126007608966,2
Just a bus stop,just bus stop,RB NN VB,"[just/RB, bus/NN, stop/VB]",51.373173026,0.0973812061274,2
"Note the illuminated-tip crosses, these mark the Southern Cross constellation",note illuminate tip cross mark southern cross constellation,VB VB NN VB VB JJ NN NN,"[note/VB, illuminate/VB, tip/NN, cross/VB, mark/VB, southern/JJ, cross/NN, constellation/NN]",51.5030030116,-0.15097929438,2
Dedicated to Princess Diana and Dodi,dedicate princess diana dodi,VB NN NN NN,"[dedicate/VB, princess/NN, diana/NN, dodi/NN]",51.4999363087,-0.162672847909,2
"My private residence, so entry by invitation only",private residence entry invitation only,JJ NN NN NN RB,"[private/JJ, residence/NN, entry/NN, invitation/NN, only/RB]",51.4698819759,-0.328356899784,2
Very nice place for mini golf and amazing food and drinks as well,very nice place mini golf amazing food drink well,RB JJ NN NN NN JJ NN NN RB,"[very/RB, nice/JJ, place/NN, mini/NN, golf/NN, amazing/JJ, food/NN, drink/NN, well/RB]",51.5142015736,-0.0803833670111,2
Fun little crazy golf course on top on a multi-storey car park. A few food pop ups and good bar too,fun little crazy golf course top multus storey car park few food pop up good bar too,NN JJ JJ NN NN NN NN JJ NN NN JJ NN NN NN JJ NN RB,"[fun/NN, little/JJ, crazy/JJ, golf/NN, course/NN, top/NN, multus/NN, storey/JJ, car/NN, park/NN, few/JJ, food/NN, pop/NN, up/NN, good/JJ, bar/NN, too/RB]",51.5418574584,-0.00138455016019,2
"One of the holes, if you hit it in the water under a tunnel it will get you a whole in one",hole hit water tunnel get whole,NN VB NN NN VB NN,"[hole/NN, hit/VB, water/NN, tunnel/NN, get/VB, whole/NN]",51.3913297575,-0.055842839779,2
It's all about Tue specials!,about tue special,RB NN NN,"[about/RB, tue/NN, special/NN]",51.518012733,-0.103363744615,2
Awesome place to spend an evening with friends - beats any UK mini golf I've been to! One of the highlights in the area,awesome place spend evening friend beat uk mini golf have be highlight area,JJ NN VB NN NN VB NN NN NN VB VB NN NN,"[awesome/JJ, place/NN, spend/VB, evening/NN, friend/NN, beat/VB, uk/NN, mini/NN, golf/NN, have/VB, be/VB, highlight/NN, area/NN]",51.4043558723,-0.242757213272,2
"Cheap Tuesday's, Orange Wednesday's & Kid's AM Saturday's :)",cheap tuesday orange wednesday kid be saturday,RB NN NN VB NN VB NN,"[cheap/RB, tuesday/NN, orange/NN, wednesday/VB, kid/NN, be/VB, saturday/NN]",51.5319469946,0.134965032108,2
Free parking 24/7!,free parking,JJ NN,"[free/JJ, parking/NN]",51.5264329978,0.0804568928427,2
Best cinema ever!,best cinema ever,JJ NN RB,"[best/JJ, cinema/NN, ever/RB]",51.4903479177,0.0124456873702,2
"Best place to watch films. Good bar, great seats and no chavs on their mobiles or eating popcorn.",best place watch film good bar great seat chavs mobile eating popcorn,JJ NN VB NN JJ NN JJ NN NN NN NN NN,"[best/JJ, place/NN, watch/VB, film/NN, good/JJ, bar/NN, great/JJ, seat/NN, chavs/NN, mobile/NN, eating/NN, popcorn/NN]",51.4796185143,-0.00977752615762,2
"Nice homely cinema, the crowds and annoying kids go to the nearby by Westfield, so its always pretty chilled.",nice homely cinema crowds annoying kid go nearby westfield always pretty chill,JJ JJ NN NN JJ NN VB RB NN RB RB VB,"[nice/JJ, homely/JJ, cinema/NN, crowds/NN, annoying/JJ, kid/NN, go/VB, nearby/RB, westfield/NN, always/RB, pretty/RB, chill/VB]",51.5431629376,0.00116647484097,2
"No ticket desks, use the machines or drink/popcorn counter!",ticket desk use machine drink popcorn counter,NN NN VB NN VB NN NN,"[ticket/NN, desk/NN, use/VB, machine/NN, drink/VB, popcorn/NN, counter/NN]",51.5027890633,0.00468620516307,2
In the VIP area (balcony) middle seats are located under the projector.Light  Rays emitted by it marks the centre of screen,vip area balcony middle seat be locate projector light ray emit mark centre screen,JJ NN NN JJ NN VB VB NN NN NN VB VB NN NN,"[vip/JJ, area/NN, balcony/NN, middle/JJ, seat/NN, be/VB, locate/VB, projector/NN, light/NN, ray/NN, emit/VB, mark/VB, centre/NN, screen/NN]",51.5030824643,0.00473581757498,2
Unlimited cards at around £15 are worth it if you go twice a month or more. You get some money off food too but its still ridiculously expensive!,unlimited card around be worth go twice month more get money food too still ridiculously expensive,JJ NN RB VB JJ VB RB NN JJ VB NN NN RB RB RB JJ,"[unlimited/JJ, card/NN, around/RB, be/VB, worth/JJ, go/VB, twice/RB, month/NN, more/JJ, get/VB, money/NN, food/NN, too/RB, still/RB, ridiculously/RB, expensive/JJ]",51.4558466762,0.150358271727,2
"£4 tickets all day, every day. Finally visiting the cinema doesn't have to be a monthly luxury! Food and drink also cheap. Good to see the old Odeon resurrected.",ticket day day finally visit cinema doesn have be monthly luxury food drink also cheap good see old odeon resurrect,NN NN NN RB VB NN NN VB VB JJ NN NN NN RB JJ JJ VB JJ NN VB,"[ticket/NN, day/NN, day/NN, finally/RB, visit/VB, cinema/NN, doesn/NN, have/VB, be/VB, monthly/JJ, luxury/NN, food/NN, drink/NN, also/RB, cheap/JJ, good/JJ, see/VB, old/JJ, odeon/NN, resurrect/VB]",51.5794113373,0.185656726444,2
Two for one cocktails good value,cocktail good value,NN JJ NN,"[cocktail/NN, good/JJ, value/NN]",51.5022613846,0.00409829390562,2
Early Sunday evenings is the best time to avoid crowds and get good parking. Service was slow however.,early sunday evening be best time avoid crowds get good parking service be slow however,RB NN NN VB JJ NN VB NN VB JJ NN NN VB VB RB,"[early/RB, sunday/NN, evening/NN, be/VB, best/JJ, time/NN, avoid/VB, crowds/NN, get/VB, good/JJ, parking/NN, service/NN, be/VB, slow/VB, however/RB]",51.4877692004,0.281196874882,2
Screen 17 Vue Extreme:bigger&louder!,screen extreme bigger louder,NN NN JJ RB,"[screen/NN, extreme/NN, bigger/JJ, louder/RB]",51.5435255028,-0.00651244155507,2
"Great local cinema to have on your doorstep! Good selection of recent releases, comfy seats, good quality audio and visuals. Monday night tickets only £5.",great local cinema have doorstep good selection recent release comfy seat good quality audio visual monday night ticket only,JJ JJ NN VB NN JJ NN JJ NN JJ NN JJ NN NN NN NN NN NN RB,"[great/JJ, local/JJ, cinema/NN, have/VB, doorstep/NN, good/JJ, selection/NN, recent/JJ, release/NN, comfy/JJ, seat/NN, good/JJ, quality/NN, audio/NN, visual/NN, monday/NN, night/NN, ticket/NN, only/RB]",51.5511286742,-0.0434195995331,2
"This was the ABC thirty years back and me and my mates campaigned to get Saturday morning flicks for kids cos it only showed X rated movies then. Ah, memories!",be abc year back mate campaign get saturday morning flick kid co only show rate movie then memory,VB JJ NN RB NN VB VB NN NN NN NN VB RB VB VB NN RB NN,"[be/VB, abc/JJ, year/NN, back/RB, mate/NN, campaign/VB, get/VB, saturday/NN, morning/NN, flick/NN, kid/NN, co/VB, only/RB, show/VB, rate/VB, movie/NN, then/RB, memory/NN]",51.5944371991,0.022389060076,2
"11 July: Though completed in 1860, its Arts and Crafts interior gives it a much earlier feel. William Morris's house is noted for its peaceful gardens and beautiful stairway.",july complete art craft interior give much earlier feel william morris house be note peaceful garden beautiful stairway,RB VB NN NN RB VB JJ RB JJ NN NN NN VB VB JJ NN JJ NN,"[july/RB, complete/VB, art/NN, craft/NN, interior/RB, give/VB, much/JJ, earlier/RB, feel/JJ, william/NN, morris/NN, house/NN, be/VB, note/VB, peaceful/JJ, garden/NN, beautiful/JJ, stairway/NN]",51.4557013077,0.130509582004,2
"Set in a stunning park, and sitting precisely on the Prime Meridian of the world, the Royal Observatory is a great way to spend an afternoon in South London.",set stunning park sit precisely prime meridian world royal observatory be great way spend afternoon south london,NN JJ NN VB RB JJ NN NN JJ NN VB JJ NN VB NN NN NN,"[set/NN, stunning/JJ, park/NN, sit/VB, precisely/RB, prime/JJ, meridian/NN, world/NN, royal/JJ, observatory/NN, be/VB, great/JJ, way/NN, spend/VB, afternoon/NN, south/NN, london/NN]",51.4771332098,-0.00075101852417,2
Check out the massive Tesla Coil on the ground level - it fires every 15mins,check massive tesla coil ground level fire mins,NN JJ NN NN NN NN VB NN,"[check/NN, massive/JJ, tesla/NN, coil/NN, ground/NN, level/NN, fire/VB, mins/NN]",51.5072101735,0.0167774156589,2
"The world's largest maritime museum contains a huge store of creatively organised maritime art, cartography, models and regalia.",world largest maritime museum contain huge store creatively organise maritime art cartography model regalium,NN JJ JJ NN VB JJ NN RB VB JJ NN NN NN NN,"[world/NN, largest/JJ, maritime/JJ, museum/NN, contain/VB, huge/JJ, store/NN, creatively/RB, organise/VB, maritime/JJ, art/NN, cartography/NN, model/NN, regalium/NN]",51.4813292233,-0.0055809605092,2
"In 1616 Anne of Denmark, wife of James I, commissioned Inigo Jones to build the Queen’s House, the first fully Classical building in England. The house now forms part of the National Maritime Museum.",anne denmark wife jame commission inigo jone build queen house first fully classical building england house now form part national maritime museum,NN NN NN NN VB NN NN VB NN NN JJ RB JJ NN NN NN RB NN NN JJ JJ NN,"[anne/NN, denmark/NN, wife/NN, jame/NN, commission/VB, inigo/NN, jone/NN, build/VB, queen/NN, house/NN, first/JJ, fully/RB, classical/JJ, building/NN, england/NN, house/NN, now/RB, form/NN, part/NN, national/JJ, maritime/JJ, museum/NN]",51.4812759906,-0.00394821166992,2
"Wildlife, bird hides & cakes!",wildlife bird hide cake,NN NN NN NN,"[wildlife/NN, bird/NN, hide/NN, cake/NN]",51.4867896889,0.227443773295,2
"Visit the cutty sark n discover some history, grab something to eat at Nandos which is close by.",visit cutty sark history grab something eat nandos be close,VB JJ NN NN NN NN VB NN VB RB,"[visit/VB, cutty/JJ, sark/NN, history/NN, grab/NN, something/NN, eat/VB, nandos/NN, be/VB, close/RB]",51.4828567637,-0.00863924961847,2
"Steam Engines, architecture, heritage and great volunteers.",steam engine architecture heritage great volunteer,NN NN NN NN JJ NN,"[steam/NN, engine/NN, architecture/NN, heritage/NN, great/JJ, volunteer/NN]",51.5091954031,0.138182503756,2
check the board for the day's activities,check board day activity,VB NN NN NN,"[check/VB, board/NN, day/NN, activity/NN]",51.529038,-0.054832,2
A beautiful gallery and in the heart of Walthamstow. An absolute must see.,beautiful gallery heart absolute see,JJ NN NN JJ VB,"[beautiful/JJ, gallery/NN, heart/NN, absolute/JJ, see/VB]",51.5911500354,-0.0202640149623,2
"Perhaps the best old house in London. Takes about 1.5 hours to go round, and then there's a nice cafe.",perhaps best old house london take hour go round then nice cafe,RB JJ JJ NN NN VB NN VB NN RB JJ NN,"[perhaps/RB, best/JJ, old/JJ, house/NN, london/NN, take/VB, hour/NN, go/VB, round/NN, then/RB, nice/JJ, cafe/NN]",51.5485310287,-0.0503495300685,2
"Epic view of London from the two walkways. 2for1 tickets if you travel by train, plus your ticket will also get you into the Engine Rooms.",epic view london walkway ticket travel train ticket also get engine room,NN NN NN NN NN NN NN NN RB VB NN NN,"[epic/NN, view/NN, london/NN, walkway/NN, ticket/NN, travel/NN, train/NN, ticket/NN, also/RB, get/VB, engine/NN, room/NN]",51.5059620618,-0.0753079019495,2
"Housed in a set of 18th-century almshouses, the Geffrye Museum offers a vivid physical history of the English interior.",house set century almshouse geffrye museum offer vivid physical history english interior,VB NN NN VB NN NN VB JJ JJ NN NN NN,"[house/VB, set/NN, century/NN, almshouse/VB, geffrye/NN, museum/NN, offer/VB, vivid/JJ, physical/JJ, history/NN, english/NN, interior/NN]",51.5318043066,-0.0764697790146,2
"Great fun to be had by everyone. The aquarium is worth the small fee to enter, and during the summer they have jazz bands playing in the bandstand.",great fun be have everyone aquarium be small fee enter summer have jazz band play bandstand,JJ NN VB VB NN NN VB JJ NN VB NN VB NN NN VB NN,"[great/JJ, fun/NN, be/VB, have/VB, everyone/NN, aquarium/NN, be/VB, small/JJ, fee/NN, enter/VB, summer/NN, have/VB, jazz/NN, band/NN, play/VB, bandstand/NN]",51.4409815123,-0.0613689422607,2
"The Bishop of Durham was the first recorded prisoner at the Tower, the tallest building in 1098. He escaped using a rope smuggled in a pot of wine and fled to Normandy.",bishop durham be first recorded prisoner tower tallest building escap used rope smuggle pot wine fled normandy,NN NN VB JJ JJ NN NN JJ NN VB VB NN VB NN NN JJ VB,"[bishop/NN, durham/NN, be/VB, first/JJ, recorded/JJ, prisoner/NN, tower/NN, tallest/JJ, building/NN, escap/VB, used/VB, rope/NN, smuggle/VB, pot/NN, wine/NN, fled/JJ, normandy/VB]",51.5080764471,-0.0760489212341,2
Explore the Dennis Severs house. In silence.,explore dennis sever house silence,VB NN NN NN NN,"[explore/VB, dennis/NN, sever/NN, house/NN, silence/NN]",51.5210697243,-0.0777969166968,2
One of the few memories of medieval times on the Southbank,few memory medieval time southbank,JJ NN JJ NN NN,"[few/JJ, memory/NN, medieval/JJ, time/NN, southbank/NN]",51.506893117,-0.0908788213431,2
"Founded by Zandra Rhodes, Bermondsey's very own celebration of the London (and international) rag trade.",founder zandra rhode very own celebration london international rag trade,VB NN VB RB JJ NN NN JJ NN NN,"[founder/VB, zandra/NN, rhode/VB, very/RB, own/JJ, celebration/NN, london/NN, international/JJ, rag/NN, trade/NN]",51.5010439166,-0.0819165369076,2
Nice little museum for local history. Free entry good after a Sunday brunch and stroll.,nice little museum local history free entry good sunday brunch stroll,JJ JJ NN JJ NN JJ NN JJ JJ NN NN,"[nice/JJ, little/JJ, museum/NN, local/JJ, history/NN, free/JJ, entry/NN, good/JJ, sunday/JJ, brunch/NN, stroll/NN]",51.5839819938,-0.0127197276866,2
Planning on attending the Freedom of Spirit: The Women's Suffrage Movement in Royal Greenwich.,plan attend freedom spirit woman suffrage movement royal greenwich,VB VB NN NN NN NN NN JJ NN,"[plan/VB, attend/VB, freedom/NN, spirit/NN, woman/NN, suffrage/NN, movement/NN, royal/JJ, greenwich/NN]",51.4940802791,0.0702161063664,2
Poco que ver. Lo peor de la Torre de Londres bajo mi punto de vista.,la torre londre bajo mi vista,VB NN NN JJ NN NN,"[la/VB, torre/NN, londre/NN, bajo/JJ, mi/NN, vista/NN]",51.5078042678,-0.0767071617651,2
Fascinating delve into Tudor life.,fascinating delve tudor life,JJ VB NN NN,"[fascinating/JJ, delve/VB, tudor/NN, life/NN]",51.6344213801,0.0173202834971,2
"Search for buried treasure under the third yard past the half-mast, ahaaaarrrrggggghhhh.",search buried treasure third yard half mast,NN JJ NN JJ NN NN NN,"[search/NN, buried/JJ, treasure/NN, third/JJ, yard/NN, half/NN, mast/NN]",51.5067994665,-0.090491277969,2
"The largest dome in the world and the largest single-roofed structure in the world was built amid some controversy for £789 million just in time for the millennium, completed in June 1999.",largest dome world largest single roof structure world be build controversy just time millennium complete june,JJ NN NN JJ JJ VB NN NN VB VB NN RB NN NN VB JJ,"[largest/JJ, dome/NN, world/NN, largest/JJ, single/JJ, roof/VB, structure/NN, world/NN, be/VB, build/VB, controversy/NN, just/RB, time/NN, millennium/NN, complete/VB, june/JJ]",51.5029737935,0.00409617445395,2
"Big Band Music! Nice vibe, good atmosphere and lots inspiration retro.Casual Swing dancers that it does take a step back in  time .",big band music nice vibe good atmosphere lot inspiration retro casual swing dancer do take step back time,JJ NN NN JJ NN JJ NN NN NN JJ JJ NN NN VB VB NN RB NN,"[big/JJ, band/NN, music/NN, nice/JJ, vibe/NN, good/JJ, atmosphere/NN, lot/NN, inspiration/NN, retro/JJ, casual/JJ, swing/NN, dancer/NN, do/VB, take/VB, step/NN, back/RB, time/NN]",51.5114302775,-0.0430085964183,2
